0,1,0.175160151559863,1
1,2,-0.0639521340439573,1
2,3,-0.207413549057283,1
3,4,-0.123326330123075,1
4,5,0.111000121458635,1
5,6,0.28012714675542,1
6,7,0.228560138678654,1
7,8,0.0037095666406749,1
8,9,-0.187697990378341,1
9,10,-0.169683307176285,1
10,1,-0.244058835809421,2
11,2,-0.483171121413242,2
12,3,-0.626632536426568,2
13,4,-0.542545317492359,2
14,5,-0.30821886591065,2
15,6,-0.139091840613865,2
16,7,-0.19065884869063,2
17,8,-0.41550942072861,2
18,9,-0.606916977747626,2
19,10,-0.588902294545569,2
20,1,-0.435256286742866,3
21,2,-0.674368572346687,3
22,3,-0.817829987360012,3
23,4,-0.733742768425804,3
24,5,-0.499416316844094,3
25,6,-0.33028929154731,3
26,7,-0.381856299624075,3
27,8,-0.606706871662054,3
28,9,-0.79811442868107,3
29,10,-0.780099745479014,3
30,1,-0.138452943311936,4
31,2,-0.377565228915757,4
32,3,-0.521026643929083,4
33,4,-0.436939424994874,4
34,5,-0.202612973413165,4
35,6,-0.0334859481163798,4
36,7,-0.0850529561931451,4
37,8,-0.309903528231125,4
38,9,-0.501311085250141,4
39,10,-0.483296402048084,4
40,1,0.486604363330508,5
41,2,0.247492077726688,5
42,3,0.104030662713362,5
43,4,0.18811788164757,5
44,5,0.42244433322928,5
45,6,0.591571358526065,5
46,7,0.5400043504493,5
47,8,0.31515377841132,5
48,9,0.123746221392304,5
49,10,0.14176090459436,5
50,1,1.00280296531554,6
51,2,0.763690679711724,6
52,3,0.620229264698398,6
53,4,0.704316483632606,6
54,5,0.938642935214316,6
55,6,1.1077699605111,6
56,7,1.05620295243434,6
57,8,0.831352380396356,6
58,9,0.63994482337734,6
59,10,0.657959506579396,6
60,1,1.09205956073845,7
61,2,0.852947275134626,7
62,3,0.7094858601213,7
63,4,0.793573079055508,7
64,5,1.02789953063722,7
65,6,1.197026555934,7
66,7,1.14545954785724,7
67,8,0.920608975819258,7
68,9,0.729201418800242,7
69,10,0.747216102002298,7
70,1,0.841525081864017,8
71,2,0.602412796260196,8
72,3,0.458951381246871,8
73,4,0.543038600181079,8
74,5,0.777365051762789,8
75,6,0.946492077059574,8
76,7,0.894925068982808,8
77,8,0.670074496944829,8
78,9,0.478666939925813,8
79,10,0.496681623127869,8
80,1,0.656712540217783,9
81,2,0.417600254613963,9
82,3,0.274138839600637,9
83,4,0.358226058534846,9
84,5,0.592552510116555,9
85,6,0.76167953541334,9
86,7,0.710112527336575,9
87,8,0.485261955298595,9
88,9,0.293854398279579,9
89,10,0.311869081481636,9
90,1,0.881686648475951,10
91,2,0.642574362872131,10
92,3,0.499112947858805,10
93,4,0.583200166793013,10
94,5,0.817526618374723,10
95,6,0.986653643671508,10
96,7,0.935086635594742,10
97,8,0.710236063556763,10
98,9,0.518828506537747,10
99,10,0.536843189739803,10

