"user_seq_key:STRING(1)","no_seq:DECIMAL(10)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
4940,10000000,"R",1,"자금수지분석","                                        "
4941,20000000,"R",2,"수지분석(프로젝트)","                                        "
3471,20000010,"R",3,"수지분석 차수(현장)","/const/r_web/02/r_a_cash_degree_1h.html"
3546,20000110,"R",3,"수지분석 차수(본사)","/const/r_web/02/r_a_cash_degree_bonsa_1h.html"
4942,30000000,"R",2,"수지분석(조회)","                                        "
4717,30000050,"R",3,"현금흐름/수지분석표","/const/r_web/03/r_a_proj_cash_anly_1h.html"
3472,30000100,"R",3,"수입/지출(현장)","/const/r_web/03/r_a_cash_suip_1h.html"
3626,30000200,"R",3,"수입/지출(자금계획종합)","/const/r_web/03/r_a_cash_suip_jichul_1h.html"
4943,40000000,"R",2,"기초코드","                                        "
2923,40000010,"R",3,"수지분석분류 등록","/const/r_web/99/r_a_code_cash_1h.html"
3774,40000110,"R",3,"개인별 프로젝트 연결","/zmis/z_user_project_connect_1h.html"
4944,50000000,"R",1,"수지분석","                                        "
