"user_seq_key:STRING(1)","no_seq:DECIMAL(10)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
4082,20000000,"",2,"실행관리","                                        "
4083,30000000,"",3,"예산편성","                                        "
261,30000010,"R",4,"예산등록","/const/y_web/01/y_chg_degree_1h.html"
3792,30000015,"R",4,"예산등록(품질안전팀)","/const/y_web/01/y_pum_budget_child_1h.html"
2435,30000030,"R",4,"실행외내역 등록","/const/y_web/02/y_outside_1h.html"
2436,30000035,"R",4,"실행외내역 승인","/const/y_web/02/y_outside_approve_process_1h.html"
2453,30000037,"R",4,"미발주내역조회","/const/y_web/02/y_budget_sbc_1h.html"
1303,30000050,"U",4,"현장별단가대비","/const/y_web/03/y_compare_detail_price_1h.html"
4084,40000000,"",3,"기본관리","                                        "
263,40000010,"R",4,"표준공종","/const/y_web/99/y_wbs_code_1h.html"
2300,40000015,"R",4,"마스터 공종","/const/y_web/99/y_wbs_parent_1h.html"
265,40000020,"R",4,"표준내역","/const/y_web/99/y_stand_detail_1h.html"
2418,40000025,"R",4,"집계분류","/const/y_web/99/y_code_division_1h.html"
1103,40000030,"R",4,"공사개요","/const/y_web/02/y_proj_basic_1h.html"
4085,50000000,"",2,"외주관리","                                        "
4086,60000000,"",3,"계약관리 ","                                        "
993,60000010,"R",4,"계약대장","/const/s_web/03/s_chg_cn_list_1h.html"
3811,60000020,"R",4,"월별 계약현황","/const/s_web/03/s_cn_list_1h.html"
4106,70000000,"",3,"기성관리","                                        "
1007,70000010,"R",4,"기성작성","/const/s_web/04/s_pay_1h.html"
1036,70000110,"",4,"spt",""
1307,70000210,"R",4,"현장별기성현황","/const/s_web/05/s_pay_dept_1h.html"
1308,70000310,"R",4,"업체별기성현황","/const/s_web/05/s_pay_sbcr_1h.html"
1309,70000410,"R",4,"공종별기성현황","/const/s_web/05/s_pay_order_1h.html"
5158,75000000,"",2,"협력업체관리","                                        "
4087,80000000,"",3,"협력업체관리","                                        "
972,80000100,"R",4,"협력업체기본사항","/const/s_web/98/s_sbcr_1h.html"
5217,80000200,"S",4,"등록신청업체 추천인","/const/s_web/06/s_req_sbcr_recommender_1h.html"
4088,90000000,"",3,"평가관리","                                        "
1225,90000020,"R",4,"평가계획입력","/const/s_web/06/s_evl_evlplan_1h.html"
1226,90000030,"R",4,"평가자지정","/const/s_web/06/s_evl_evldept_insert_1h.html"
2505,90000040,"R",4,"현장평가","/const/s_web/06/s_evl_proj_evl_1h.html"
2507,90000050,"R",4,"본사평가","/const/s_web/06/s_evl_bon_evl_1h.html"
4089,100000000,"",2,"노무관리","                                        "
4090,120000000,"",3,"월별출역관리","                                        "
2743,120000005,"R",4,"월별 출역현황","/const/l_web/01/l_labor_monthly_list_1h.html"
1247,120000050,"R",4,"이중출역자현황","/const/l_web/01/l_labor_dbcheck_1h.html"
4091,130000000,"",3,"월지급노무비관리","                                        "
2778,130000010,"R",4,"월지급 노무비현황","/const/l_web/02/l_monthly_pay_list_1h.html"
4095,160000000,"",2,"자금청구","                                        "
4097,170000000,"",3,"전도금","                                        "
1056,170000020,"R",4,"전도금수령내역","/const/f_web/02/f_receive_amt_1h.html"
4098,180000000,"",3,"월집계","                                        "
1037,180000010,"R",4,"부문별집계","/const/f_web/03/f_summary_1h.html"
4096,190000000,"",3,"자금청구","                                        "
3428,190000010,"R",4,"예비비청구내역","/const/f_web/01/f_preamt_request_1h.html"
3533,190000020,"R",4,"미지급청구내역","/const/f_web/01/f_nopay_request_1h.html"
1044,190000030,"R",4,"예비비정산내역","/const/f_web/01/f_request_1h.html"
4140,190000040,"R",4,"잔액조회","/const/f_web/02/f_receipt_list_1h.html"
3547,190000060,"R",4,"수입금등록","/const/f_web/01/f_profit_1h.html"
4099,200000000,"",3,"기초 코드","                                        "
1042,200000010,"R",4,"거래처코드등록","/const/f_web/99/f_cust_code_1h.html"
3664,200000020,"R",4,"현장별계좌등록","/const/f_web/99/f_bank_code_1h.html"
4100,210000000,"",2,"원가관리","                                        "
4101,220000000,"",3,"보할 공정","                                        "
2900,220000020,"R",4,"보할공정 조회(본사)","/const/c_web/02/c_chg_progress_bonsa_1h.html"
3693,220000030,"R",4,"실행/원가계획/도급기성","/const/c_web/02/c_cost_degree_1h.html"
4102,230000000,"",3,"공사현황보고","                                        "
3795,230000010,"S",4,"작업일보조회","/const/c_web/07/c_daily_parent_bonsa_1h.html"
2892,230000020,"R",4,"주간공사현황등록","/const/c_web/03/c_week_status_1h.html"
2897,230000030,"S",4,"주간공사현황조회","/const/c_web/03/c_week_status_bonsa_1h.html"
3826,230000040,"R",4,"월간공사현황조회","/const/c_web/07/c_mis_bonsa_1h.html"
4103,240000000,"",3,"현장 조직","                                        "
4104,250000000,"",3,"준공추정","                                        "
3433,250000010,"R",4,"준공추정","/const/c_web/05/c_spec_const_progress_1h.html"
4105,260000000,"",3,"원가조회","                                        "
3455,260000010,"R",4,"지역별 원가조회","/const/c_web/06/c_map_1h.html"
3456,260000020,"R",4,"회사별 원가조회","/const/c_web/06/c_spec_const_parent_amt_1h.html"
3820,260000040,"R",4,"현장별 공사현황보고조회","/const/c_web/07/c_month_tot_1h.html"
5066,360000000,"",2,"인사관리","                                        "
5067,460000000,"",3,"인사정보","                                        "
4821,460000050,"R",4,"부서직위별 인원현황","/general/p_web/11/p_person_dept_grade_1h.html"
4819,460000100,"R",4,"조직별 TO/PO현황","/general/p_web/12/p_to_po_dept_title_1h.html"
4820,460000200,"R",4,"부서직위별 인원현황(성명)","/general/p_web/11/p_person_dept_grade_emp_1h.html"
