"user_seq_key:STRING(1)","no_seq:DECIMAL(10)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
"",10000000,"",1,"부서별 권한관리","                                        "
"",10000010,"U",2,"부서별 그룹 등록","/zmis/z_user_group_h.html"
"",10000020,"U",2,"프로그램 목록 등록","/zmis/z_user_pgrm_title_h.html"
"",10000030,"U",2,"프로그램 등록","/zmis/z_user_pgrm_content_h.html"
"",10000040,"U",2,"개인별 개별메뉴 등록","/zmis/z_user_h.html"
"",20000000,"",1,"분양관리","                                        "
"",30000000,"",2,"기본관리","                                        "
"",30000010,"U",3,"현장등록","/general/h_web/01/h_code_dept_1h.html"
"",30000020,"U",3,"분양구분등록","/general/h_web/01/h_code_house_1h.html"
"",30000030,"U",3,"평형별약정등록","/general/h_web/01/h_base_pyong_master_1h.html"
"",30000040,"U",3,"공급세대등록","/general/h_web/01/h_sale_master_insert_1h.html"
"",30000050,"U",3,"계좌번호등록","/general/h_web/01/h_code_deposit_1h.html"
"",30000055,"U",3,"가상계좌등록","/general/h_web/01/h_code_v_account_1h.html"
"",30000060,"U",3,"서비스옵션등록","/general/h_web/01/h_base_option_master_1h.html"
"",30000070,"U",3,"고객등록","/general/h_web/01/h_code_cust_1h.html"
"",30000080,"R",3,"분양자료 엑셀 전환","/general/h_web/01/h_excel_download_1h.html"
"",30000090,"",3,"spt",""
"",30000100,"P",3,"현장별기본내역","/general/h_web/01r/h_dept_code_rpt_1h.html"
"",40000000,"",2,"청약관리","                                        "
"",40000010,"U",3,"청약자 등록","/general/h_web/02/h_subs_master_1h.html"
"",40000020,"R",3,"당첨자 등록","/general/h_web/02/h_subs_prize_master_1h.html"
"",40000030,"R",3,"청약금 환불","/general/h_web/02/h_subs_refund_1h.html"
"",40000040,"R",3,"청약자 일괄등록","/general/h_web/02/h_subs_web_data_1h.html"
"",40000050,"R",3,"청약당첨자 일괄등록","/general/h_web/02/h_subs_reg_winner_batch_1h.html"
"",40000060,"",3,"spt",""
"",40000070,"P",3,"청약자/당첨자/예비당첨자출력","/general/h_web/02r/h_subs_list_rpt_1h.html"
"",40000080,"P",3,"청약금입출금내역출력","/general/h_web/02r/h_subs_amt_rpt_1h.html"
"",40000090,"P",3,"고객분석(청약자/계약자)","/general/h_web/02r/h_cust_status_rpt_1h.html"
"",50000000,"",2,"계약관리","                                        "
"",50000010,"U",3,"계약자 등록","/general/h_web/03/h_contract_master_1h.html"
"",50000020,"U",3,"명의변경","/general/h_web/03/h_contract_name_chg_1h.html"
"",50000030,"U",3,"동호변경","/general/h_web/03/h_contract_dongho_chg_1h.html"
"",50000040,"U",3,"해약처리","/general/h_web/03/h_contract_cancel_1h.html"
"",50000060,"",3,"spt",""
"",50000070,"U",3,"분양현황도","/general/h_web/03/h_cont_state_1h.html"
"",50000080,"P",3,"계약자명단","/general/h_web/03r/h_contract_list_rpt_1h.html"
"",50000085,"P",3,"미분양현황","/general/h_web/03r/h_cont_not_contract_rpt_1h.html"
"",50000097,"P",3,"계약서일괄출력","/general/h_web/03r/h_contract_docu_multi_rpt_1h.html"
"",50000110,"P",3,"계약자스티커출력","/general/h_web/03r/h_contract_sticker_rpt_1h.html"
"",50000120,"P",3,"전매명부","/general/h_web/03r/h_all_sale_list_rpt_1h.html"
"",50000130,"P",3,"해약명부","/general/h_web/03r/h_contract_cancel_rpt_1h.html"
"",50000140,"P",3,"해약환불금내역서","/general/h_web/03r/h_cancel_refund_rpt_1h.html"
"",50000150,"P",3,"별도품목계약내역","/general/h_web/03r/h_sale_ontime_cont_rpt_1h.html"
"",60000000,"",2,"수입금관리","                                        "
"",60000010,"U",3,"분양금입금관리","/general/h_web/04/h_income_master_1h.html"
"",60000015,"S",3,"FBS가상계좌수납","/general/h_web/04/h_fb_intf_income_1h.html"
"",60000020,"U",3,"일괄수납처리","/general/h_web/04/h_cms_conversion_1h.html"
"",60000025,"S",3,"화성동탄(자료처리)","/general/h_web/04/h_batch_income_imp_data_1h.html"
"",60000030,"U",3,"세대별메모사항","/general/h_web/04/h_sale_memo_1h.html"
"",60000040,"U",3,"불명자료등록","/general/h_web/04/h_sale_income_unknown_1h.html"
"",60000045,"R",3,"조정대상 조정","/general/h_web/04/h_sale_cntr_update_1h.html"
"",60000050,"",3,"spt",""
"",60000060,"P",3,"세대별분양총괄현황(*)","/general/h_web/04r/h_sale_dongho_total_rpt_1h.html"
"",60000070,"P",3,"현장별총괄입금현황","/general/h_web/04r/h_sale_income_total_rpt_1h.html"
"",60000080,"P",3,"개인별분양총괄현황","/general/h_web/04r/h_sale_income_pers_rpt_2h.html"
"",60000090,"P",3,"동호별분양총괄현황","/general/h_web/04r/h_sale_income_dongho_rpt_1h.html"
"",60000100,"P",3,"현장별분양총괄현황(*)","/general/h_web/04r/h_sale_income_dept_rpt_1h.html"
"",60000102,"P",3,"수입금/미수금집계표","/general/h_web/04r/h_sale_income_total_a_1h.html"
"",60000105,"P",3,"분양실적표","/general/h_web/04r/h_sale_income_dong_rpt_1h.html"
"",60000106,"P",3,"평형별중도금집계현황","/general/h_web/04r/h_sale_pyong_total_rpt_1h.html"
"",60000110,"P",3,"평형별분양현황(*)","/general/h_web/04r/h_sale_income_pyong_rpt_1h.html"
"",60000120,"P",3,"분양금완납자명단","/general/h_web/04r/h_sale_income_fullpayment_rpt_1h.html"
"",60000130,"P",3,"분양금선납자명단","/general/h_web/04r/h_sale_income_prepayment_rpt_1h.html"
"",60000140,"P",3,"분양금미납자명단","/general/h_web/04r/h_sale_income_nopayment_rpt_1h.html"
"",60000155,"P",3,"분양예수금내역서","/general/h_web/04r/h_sale_income_over_list.html"
"",60000170,"P",3,"수입금수납내역","/general/h_web/04r/h_sale_daily_pay_list_rpt_1h.html"
"",60000171,"P",3,"분양수입금환출내역서","/general/h_web/04r/h_sale_income_refund_rpt1_1h.html"
"",60000172,"P",3,"일일수납집계표","/general/h_web/04r/h_sale_income_month_deposit_list.html"
"",60000175,"P",3,"중도금일자별약정현황","/general/h_web/04r/h_sale_agree_list.html"
"",60000180,"P",3,"현장별분양및입금현황","/general/h_web/04r/h_sale_month_pay_list_rpt_1h.html"
"",60000190,"P",3,"현장별입금예정현황","/general/h_web/04r/h_sale_job_pay_plan_rpt_1h.html"
"",60000195,"P",3,"현장별차수별입금예정현황","/general/h_web/04r/h_sale_job_pay_plan_rpt_3h.html"
"",60000200,"P",3,"분양금납부안내장","/general/h_web/04r/h_house_receipt_list_rpt_1h.html"
"",60000210,"P",3,"분양금납부독촉장","/general/h_web/04r/h_house_receipt_demand_rpt_1h.html"
"",70000000,"",2,"대출금관리","                                        "
"",70000005,"U",3,"대출이자 일괄등록","/general/h_web/04/h_batch_loan_interest_1h.html"
"",70000020,"",3,"-",""
"",70000025,"P",3,"중도금호별이자정산내역서","/general/h_web/05r/h_sale_loan_result_dongho_rpt_1h.html"
"",70000030,"P",3,"동호별중도금이자납부현황","/general/h_web/05r/h_sale_fund_loan_interest_rpt_1h.html"
"",70000050,"P",3,"이자내역집계표","/general/h_web/05r/h_sale_fund_loan_intersum_rpt_1h.html"
"",70000060,"P",3,"후불제/무이자납부총괄표","/general/h_web/05r/h_sale_fund_inter_year_sum_rpt_1h.html"
"",70000070,"P",3,"현장별이자정산현황","/general/h_web/05r/h_sale_fund_inter_year_sum_rpt_2h.html"
"",80000000,"",2,"입주및등기관련","                                        "
"",80000025,"P",3,"입주증","/general/h_web/06r/h_moveinto_confirm_multi_rpt_1h.html"
"",80000060,"P",3,"등기현황누계","/general/h_web/06r/h_moveinto_sum_rpt_1h.html"
"",80000070,"P",3,"이전등기결재","/general/h_web/06r/h_moveinto_confirm_doc_rpt_1h.html"
"",80000080,"P",3,"등기및입주현황누계","/general/h_web/06r/h_moveinto_regimove_rpt_1h.html"
"",80000090,"P",3,"입주및등기상황표","/general/h_web/06r/h_regimove_date_rpt_1h.html"
"",80000091,"P",3,"세대별입주자명단","/general/h_web/06r/h_moveinto_list_rpt_1h.html"
