"user_seq_key:STRING(1)","no_seq:DECIMAL(18)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
"",10000000,"",2,"실     행","                                        "
"",20000000,"",3,"내역 편성","                                        "
"",20000010,"R",4,"예산등록","/const/y_web/01/y_chg_degree_1h.html"
"",20000020,"R",4,"예산승인","/const/y_web/01/y_approve_process_1h.html"
"",20000030,"R",4,"실행외내역 등록","/const/y_web/02/y_outside_1h.html"
"",20000035,"R",4,"실행외내역 승인","/const/y_web/02/y_outside_approve_process_1h.html"
"",20000037,"R",4,"미발주내역조회","/const/y_web/02/y_budget_sbc_1h.html"
"",20000040,"R",4,"현장관리비등록","/const/y_web/01/y_projmng_amt_1h.html"
"",20000050,"R",4,"현장별단가대비","/const/y_web/03/y_compare_detail_price_1h.html"
"",20000060,"",4,"spt",""
"",20000070,"P",4,"실행예산 내역서","/const/y_web/01r/y_chg_budget_rpt1_1h.html"
"",20000080,"P",4,"실행예산 변경 내역서","/const/y_web/01r/y_chg_budget_incre_rpt_1h.html"
"",20000090,"P",4,"실행예산 총괄표","/const/y_web/01r/y_budget_total_rpt_1h.html"
"",30000000,"",3,"기본 관리","                                        "
"",30000010,"R",4,"표준공종","/const/y_web/99/y_wbs_code_1h.html"
"",30000015,"R",4,"마스터 공종","/const/y_web/99/y_wbs_parent_1h.html"
"",30000020,"R",4,"표준내역","/const/y_web/99/y_stand_detail_1h.html"
"",30000025,"R",4,"집계분류","/const/y_web/99/y_code_division_1h.html"
"",30000030,"U",4,"공사개요","/const/y_web/02/y_proj_basic_1h.html"
"",30000035,"R",4,"현장관리비기준내역","/const/y_web/99/y_projmng_basic_1h.html"
"",40000000,"",2,"외주관리","                                        "
"",50000000,"",3,"발주내역","                                        "
"",50000010,"R",4,"현설계획","/const/s_web/01/s_order_list_1h.html"
"",50000015,"R",4,"현설승인","/const/s_web/01/s_order_approve_process_1h.html"
"",50000017,"R",4,"현설결과","/const/s_web/01/s_order_result_1h.html"
"",50000030,"",4,"spt",""
"",50000040,"P",4,"현장설명 실시계획서","/const/s_web/01r/s_estimate_plan_1h.html"
"",50000045,"P",4,"현장설명서","/const/s_web/01r/s_field_report_1h.html"
"",50000050,"P",4,"현장설명 참가명부","/const/s_web/01r/s_estimate_list_1h.html"
"",50000060,"P",4,"예산대비표","/const/s_web/01r/s_order_content_detail_1h.html"
"",50000070,"P",4,"내역서","/const/s_web/01r/s_order_content_1h.html"
"",60000000,"",3,"계약 관리 ","                                        "
"",60000010,"R",4,"계약대장","/const/s_web/03/s_chg_cn_list_1h.html"
"",60000020,"R",4,"계약승인","/const/s_web/03/s_sbc_approve_process_1h.html"
"",60000022,"R",4,"전자계약서작성","/const/s_web/03/s_sbc_list_make_1h.html"
"",60000025,"R",4,"보증서접수내역","/const/s_web/03/s_guarantee_accept_1h.html"
"",60000027,"R",4,"월별 계약현황","/const/s_web/03/s_cn_list_1h.html"
"",60000030,"",4,"spt",""
"",60000045,"P",4,"계약관련","/const/s_web/03r/s_cn_approve_rpt_1h.html"
"",60000047,"P",4,"변경/정산 하도승인신청서","/const/s_web/03r/s_chg_cn_approve_rpt_1h.html"
"",60000050,"P",4,"계약보증현황(현장별)","/const/s_web/03r/s_cn_dept_gurrant_1h.html"
"",60000060,"P",4,"계약보증현황(업체별)","/const/s_web/03r/s_cn_sbcr_gurrant_1h.html"
"",60000070,"P",4,"부가세 현황","/const/s_web/03r/s_cn_vat_list_rpt_1h.html"
"",60000080,"P",4,"인지세액 납부 현황","/const/s_web/03r/s_cn_stamp_list_rpt_1h.html"
"",60000100,"P",4,"계약 실적","/const/s_web/03r/s_cn_contract_results_rpt_1h.html"
"",70000000,"",3,"기성 관리","                                        "
"",70000010,"R",4,"기성작성","/const/s_web/04/s_pay_1h.html"
"",70000020,"",4,"spt",""
"",70000030,"R",4,"현장별기성현황","/const/s_web/05/s_pay_dept_1h.html"
"",70000035,"R",4,"업체별기성현황","/const/s_web/05/s_pay_sbcr_1h.html"
"",70000037,"R",4,"공종별기성현황","/const/s_web/05/s_pay_order_1h.html"
"",80000000,"",3,"협력업체관리","                                        "
"",80000020,"R",4,"등록신청업체조회","/const/s_web/06/s_req_sbcr_query_1h.html"
"",80000030,"R",4,"협력업체등록결과입력(신규업체)","/const/s_web/06/s_req_sbcr_result_1h.html"
"",80000040,"R",4,"협력업체기본사항","/const/s_web/98/s_sbcr_1h.html"
"",80000050,"",4,"spt",""
"",80000055,"P",4,"협력업체 등록서류 평가표","/const/s_web/01r/s_req_sbcr_evl_rpt_1h.html"
"",80000060,"P",4,"협력업체 등록원서","/const/s_web/01r/s_req_sbcr_rpt_1h.html"
"",80000070,"P",4,"협력업체등록명부(공종별)","/const/s_web/05r/s_sbcr_list_wbs_1h.html"
"",80000080,"P",4,"협력업체등록명부(업체별)","/const/s_web/05r/s_sbcr_list_sbcr_1h.html"
"",80000100,"P",4,"입찰 및 계약현황표","/const/s_web/05r/s_sbcr_bid_cont_1h.html"
"",80000110,"P",4,"협력업체 현황","/const/s_web/05r/s_sbcr_rpt_1h.html"
"",80000120,"P",4,"협력업체 등록현황","/const/s_web/05r/s_sbcr_list_rpt_1h.html"
"",90000000,"",3,"평가관리","                                        "
"",90000030,"R",4,"평가자지정","/const/s_web/06/s_evl_evldept_insert_1h.html"
"",90000040,"U",4,"현장평가","/const/s_web/06/s_evl_proj_evl_1h.html"
"",100000000,"",3,"기초 코드","                                        "
"",100000010,"R",4,"발주 공종","/const/s_web/99/s_order_wbs_1h.html"
"",100000020,"R",4,"전문공종","/const/s_web/99/s_profession_wbs_1h.html"
"",100000050,"R",4,"업종 면허 등록","/const/s_web/99/s_code_treatkind_1h.html"
"",100000060,"R",4,"평가항목등록(등록평가)","/const/s_web/99/s_code_insert_evl_1h.html"
"",100000070,"R",4,"평가항목등록(수행평가)","/const/s_web/99/s_code_insert_evl_2h.html"
"",110000000,"",2,"노무관리","                                        "
"",120000000,"",3,"월별출역관리","                                        "
"",120000005,"R",4,"월별 출역현황","/const/l_web/01/l_labor_monthly_list_1h.html"
"",120000050,"R",4,"이중출역자현황","/const/l_web/01/l_labor_dbcheck_1h.html"
"",120000060,"",4,"spt",""
"",120000080,"P",4,"공종/직종별 집계표","/const/l_web/02r/l_wbs_tot_1h.html"
"",120000090,"P",4,"직종/공종별 집계표","/const/l_web/02r/l_job_tot_1h.html"
"",120000100,"P",4,"일자/공종별 집계표","/const/l_web/02r/l_daily_tot_1h.html"
"",130000000,"",3,"월지급노무비관리","                                        "
"",130000010,"R",4,"월지급 노무비현황","/const/l_web/02/l_monthly_pay_list_1h.html"
"",140000000,"",3,"기초관리","                                        "
"",140000010,"R",4,"노무자 기본사항","/const/l_web/99/l_labor_basic_1h.html"
"",140000020,"R",4,"직종코드등록","/const/l_web/99/l_code_job_1h.html"
"",140000030,"R",4,"세율등록","/const/l_web/99/l_taxrate_1h.html"
"",140000035,"R",4,"등급별 세율등록","/const/l_web/99/l_tax_degree_1h.html"
"",140000040,"",4,"spt",""
"",140000050,"P",4,"근로자명부","/const/l_web/99r/l_labor_basic_list_1h.html"
"",140000060,"P",4,"직종코드집","/const/l_web/99r/l_job_1h.html"
"",150000000,"",2,"자재관리","                                        "
"",160000000,"",3,"계획관리","                                        "
"",160000010,"R",4,"자재발주계획등록","/const/m_web/01/m_plan_1h.html"
"",160000020,"R",4,"철근소요계획등록","/const/m_web/01/m_iron_plan_1h.html"
"",160000030,"R",4,"철근발주내역등록","/const/m_web/02/m_iron_order_1h.html"
"",160000035,"R",4,"가설재소요/반출계획입력","/const/m_web/01/m_tmat_inout_1h.html"
"",160000040,"",4,"spt",""
"",160000050,"P",4,"철근소요계획서","/const/m_web/01r/m_plan_rpt.html"
"",160000060,"P",4,"현장별철근소요계획서","/const/m_web/01r/m_iron_plan_rpt.html"
"",160000070,"P",4,"철근발주서","/const/m_web/01r/m_iron_order_rpt.html"
"",160000071,"P",4,"현장별철근예산대비입고현황","/const/m_web/01r/m_iron_budget_rpt.html"
"",160000072,"P",4,"레미콘업체별입고현황","/const/m_web/01r/m_remicon_rpt.html"
"",160000073,"P",4,"현장별철근입고현황","/const/m_web/01r/m_dept_iron_rpt.html"
"",160000074,"P",4,"업체별납품현황","/const/m_web/01r/m_dept_delivery_rpt.html"
"",160000080,"P",4,"가설자재소요및반출계획","/const/m_web/01r/m_tmat_plan_rpt.html"
"",160000090,"P",4,"자재발주계획","/const/m_web/01r/m_month_plan_rpt.html"
"",170000000,"",3,"청구관리","                                        "
"",170000010,"R",4,"자재청구","/const/m_web/01/m_request_1h.html"
"",170000020,"R",4,"청구접수","/const/m_web/01/m_accept_1h.html"
"",170000030,"",4,"spt",""
