"user_seq_key:STRING(1)","no_seq:DECIMAL(18)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
"",10000000,"",1,"공통관리","                                        "
"",20000000,"",2,"권한 관리","                                        "
"",30000000,"",3,"프로그램 관리","                                        "
"",30000020,"U",4,"프로그램 등록","/zmis/z_pgrm_content_h.html"
"",40000000,"",3,"그룹 관리","                                        "
"",40000010,"U",4,"그룹 등록","/zmis/z_group_h.html"
"",40000020,"U",4,"그룹 프로그램 목록","/zmis/z_group_pgrm_title_h.html"
"",40000030,"U",4,"그룹 프로그램 등록","/zmis/z_group_pgrm_content_h.html"
"",50000000,"",3,"부서별 권한관리","                                        "
"",50000010,"U",4,"부서별 그룹 등록","/zmis/z_user_group_h.html"
"",50000020,"U",4,"프로그램 목록 등록","/zmis/z_user_pgrm_title_h.html"
"",50000030,"U",4,"프로그램 등록","/zmis/z_user_pgrm_content_h.html"
"",50000040,"U",4,"개인별 개별메뉴 등록","/zmis/z_user_h.html"
"",60000000,"",3,"개인별 그룹및현장권한","                                        "
"",60000010,"U",4,"개인별 그룹 연결","/zmis/z_user_group_connect_h.html"
"",60000020,"U",4,"개인별 현장 연결","/zmis/z_user_dept_connect_1h.html"
"",70000000,"",2,"부서등록","                                        "
"",70000010,"U",3,"사업장 등록","/zmis/z_code_comp_1h.html"
"",70000015,"U",3,"조직도및부서등록","/zmis/z_code_dept_degree_1h.html"
"",70000040,"U",3,"현장코드승인","/const/r_web/02/r_proj_request_1h.html"
"",80000000,"",2,"사원등록","                                        "
"",80000010,"U",3,"직원 등록","/zmis/z_authority_user_input_1h.html"
"",80000020,"U",3,"협력업체 직원등록","/zmis/z_business_user_input_1h.html"
"",80000030,"U",3,"LOGIN 기록 현황","/zmis/z_login_status_1h.html"
"",80000040,"U",3,"공지 사항","/zmis/z_authority_notice_1h.html"
"",90000000,"",2,"프로세스 셋팅","                                        "
"",90000010,"U",3,"프로세스 셋팅","/zmis/z_process_setting_1h.html"
"",100000000,"",2,"공통코드 등록","                                        "
"",100000010,"U",3,"우편번호 등록","/zmis/z_code_zip_1h.html"
"",100000020,"U",3,"기타 코드 등록","/zmis/z_code_etc_parent_1h.html"
"",110000000,"",1,"공사관리","                                        "
"",120000000,"",2,"수주/영업","                                        "
"",130000000,"",3,"계획관리","                                        "
"",130000010,"U",4,"년간수주계획","/const/r_web/01/r_received_plan_1h.html"
"",130000020,"U",4,"수금계획입력","/const/c_web/03/c_contract_collection_plan_1h.html"
"",130000030,"U",4,"spt",""
