"user_seq_key:STRING(1)","no_seq:DECIMAL(10)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
4896,10000000,"",1,"경영정보","                                        "
4897,20000000,"",2,"전사경영실적","                                        "
4673,20000010,"R",3,"경영실적총괄표[작성용]","/const/g_web/01/g_mis_result_1h.html"
4674,20000020,"R",3,"본부별KPI추진현황[작성용]","/const/g_web/01/g_mis_kpi_1h.html"
4675,20000030,"R",3,"경영실적총괄표조회","/const/g_web/01/g_mis_result_query_1h.html"
4677,20000040,"R",3,"본부별KPI추진현황조회","/const/g_web/01/g_mis_kpi_query_1h.html"
4898,30000000,"",2,"사업/자금수지","                                        "
4717,30000020,"R",3,"현금흐름/수지분석표","/const/r_web/03/r_a_proj_cash_anly_1h.html"
4767,30000040,"R",3,"분양계획[작성용]","/const/g_web/02/g_mis_sale_plan_1h.html"
4769,30000050,"R",3,"분양계획조회","/const/g_web/02/g_mis_sale_plan_cross_1h.html"
4899,40000000,"",2,"수주/용지","                                        "
4793,40000010,"R",3,"수주구성","/const/g_web/03/g_mis_ord_result_1h.html"
4794,40000020,"R",3,"수주실적","/const/g_web/03/g_mis_ord_result_query_1h.html"
4791,40000030,"R",3,"부서별 수주실적","/const/g_web/03/g_mis_dept_ord_result_1h.html"
4792,40000040,"R",3,"부서별 용지실적","/const/g_web/03/g_mis_dept_site_result_1h.html"
4815,40000050,"R",3,"수주정보 접수현황","/const/g_web/03/g_mis_suju_query_1h.html"
4798,40000060,"R",3,"용지정보 접수현황","/const/g_web/03/g_mis_region_query_1h.html"
4900,50000000,"",2,"분양/수금","                                        "
4754,50000007,"R",3,"현장별 입금예정현황(월별)","/const/g_web/04/g_h_job_pay_plan_list02_1h.html"
4797,50000015,"R",3,"공사수금 현황","/const/g_web/04/g_mis_bill_result_1h.html"
4747,50000030,"R",3,"분양 실적표","/const/g_web/04/g_h_income_py_1h.html"
4753,50000060,"R",3,"현장별 입금현황(월별)","/const/g_web/04/g_h_month_pay_list_1h.html"
4902,70000000,"",2,"공사관리","                                        "
4827,70000020,"R",3,"월간 공사현황조회","/const/c_web/07/c_mis_bonsa_1h.html"
4828,70000030,"R",3,"지역별 원가조회","/const/c_web/06/c_map_1h.html"
4903,80000000,"",2,"재무정보","                                        "
4980,80000100,"R",3,"주요경영지표","/const/g_web/05/g_efin_eis_growth_1h.html"
4987,80000200,"R",3,"본부별예산계획(분기)","/const/g_web/05/g_efin_eis_cen_budget_1h.html"
