"user_seq_key:STRING(1)","no_seq:DECIMAL(10)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
"",10000000,"",1,"청약관리","                                        "
"",10000010,"U",2,"청약자 등록","/general/h_web/02/h_subs_master_1h.html"
"",10000020,"R",2,"당첨자 등록","/general/h_web/02/h_subs_prize_master_1h.html"
"",10000030,"R",2,"청약금 환불","/general/h_web/02/h_subs_refund_1h.html"
"",10000040,"R",2,"청약자 일괄등록","/general/h_web/02/h_subs_web_data_1h.html"
"",10000050,"R",2,"청약당첨자 일괄등록","/general/h_web/02/h_subs_reg_winner_batch_1h.html"
"",10000060,"",2,"spt",""
"",10000070,"P",2,"청약자/당첨자/예비당첨자출력","/general/h_web/02r/h_subs_list_rpt_1h.html"
"",10000080,"P",2,"청약금입출금내역출력","/general/h_web/02r/h_subs_amt_rpt_1h.html"
"",10000090,"P",2,"고객분석(청약자/계약자)","/general/h_web/02r/h_cust_status_rpt_1h.html"
