"user_seq_key:STRING(1)","no_seq:DECIMAL(18)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
"",10000000,"",1,"공사관리","                                        "
"",20000000,"",2,"실행관리","                                        "
"",30000000,"",3,"예산편성","                                        "
"",30000010,"R",4,"예산등록","/const/y_web/01/y_chg_degree_1h.html"
"",30000015,"U",4,"예산등록(품질안전팀)","/const/y_web/01/y_pum_budget_child_1h.html"
"",30000030,"U",4,"실행외내역 등록","/const/y_web/02/y_outside_1h.html"
"",30000037,"R",4,"미발주내역조회","/const/y_web/02/y_budget_sbc_1h.html"
"",30000050,"U",4,"현장별단가대비","/const/y_web/03/y_compare_detail_price_1h.html"
"",40000000,"",3,"기본관리","                                        "
"",40000010,"R",4,"표준공종","/const/y_web/99/y_wbs_code_1h.html"
"",40000015,"R",4,"마스터 공종","/const/y_web/99/y_wbs_parent_1h.html"
"",40000020,"R",4,"표준내역","/const/y_web/99/y_stand_detail_1h.html"
"",40000025,"R",4,"집계분류","/const/y_web/99/y_code_division_1h.html"
"",40000030,"R",4,"공사개요","/const/y_web/02/y_proj_basic_1h.html"
"",50000000,"",2,"외주관리","                                        "
"",55000000,"",3,"업체선정","                                        "
"",60000000,"",4,"현장설명","                                        "
"",60000010,"U",5,"현설계획","/const/s_web/01/s_order_list_1h.html"
"",60000015,"R",5,"현설승인","/const/s_web/01/s_order_approve_process_1h.html"
"",60000017,"S",5,"현설결과","/const/s_web/01/s_order_result_1h.html"
"",65000000,"",4,"입찰견적","                                        "
"",70000000,"",3,"계약관리 ","                                        "
"",70000010,"R",4,"계약대장","/const/s_web/03/s_chg_cn_list_1h.html"
"",80000000,"",3,"기성관리","                                        "
"",80000010,"U",4,"기성작성","/const/s_web/04/s_pay_1h.html"
"",80000020,"",4,"spt",""
"",80000030,"R",4,"현장별기성현황","/const/s_web/05/s_pay_dept_1h.html"
"",80000035,"R",4,"업체별기성현황","/const/s_web/05/s_pay_sbcr_1h.html"
"",80000037,"R",4,"공종별기성현황","/const/s_web/05/s_pay_order_1h.html"
"",85000000,"",2,"협력업체관리","                                        "
"",90000000,"",3,"협력업체관리","                                        "
"",90000040,"R",4,"협력업체기본사항","/const/s_web/98/s_sbcr_1h.html"
"",100000000,"",3,"평가관리","                                        "
"",100000020,"R",4,"평가계획입력","/const/s_web/06/s_evl_evlplan_1h.html"
"",100000030,"R",4,"평가자지정","/const/s_web/06/s_evl_evldept_insert_1h.html"
"",100000040,"R",4,"현장평가","/const/s_web/06/s_evl_proj_evl_1h.html"
"",100000050,"R",4,"본사평가","/const/s_web/06/s_evl_bon_evl_1h.html"
"",110000000,"",2,"노무관리","                                        "
"",120000000,"",3,"기초관리","                                        "
"",120000010,"U",4,"노무자 기본사항","/const/l_web/99/l_labor_basic_1h.html"
"",120000020,"R",4,"직종코드등록","/const/l_web/99/l_code_job_1h.html"
"",120000030,"R",4,"세율등록","/const/l_web/99/l_taxrate_1h.html"
"",120000035,"R",4,"등급별 세율등록","/const/l_web/99/l_tax_degree_1h.html"
"",130000000,"",3,"월별출역관리","                                        "
"",130000005,"U",4,"월별 출역현황","/const/l_web/01/l_labor_monthly_list_1h.html"
"",130000050,"R",4,"이중출역자현황","/const/l_web/01/l_labor_dbcheck_1h.html"
"",140000000,"",3,"월지급노무비관리","                                        "
"",140000010,"U",4,"월지급 노무비현황","/const/l_web/02/l_monthly_pay_list_1h.html"
