"user_seq_key:STRING(1)","no_seq:DECIMAL(10)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
4227,10000000,"",1,"공사관리","                                        "
4228,20000000,"",2,"실행관리","                                        "
4229,30000000,"",3,"예산편성","                                        "
261,30000010,"R",4,"예산등록","/const/y_web/01/y_chg_degree_1h.html"
2435,30000030,"U",4,"실행외내역 등록","/const/y_web/02/y_outside_1h.html"
2436,30000035,"R",4,"실행외내역 승인","/const/y_web/02/y_outside_approve_process_1h.html"
2453,30000037,"R",4,"미발주내역조회","/const/y_web/02/y_budget_sbc_1h.html"
1303,30000050,"U",4,"현장별단가대비","/const/y_web/03/y_compare_detail_price_1h.html"
1021,30000060,"",4,"spt",""
1018,30000070,"P",4,"실행예산 내역서","/const/y_web/01r/y_chg_budget_rpt1_1h.html"
1128,30000080,"P",4,"실행예산 변경 내역서","/const/y_web/01r/y_chg_budget_incre_rpt_1h.html"
1129,30000090,"P",4,"실행예산 총괄표","/const/y_web/01r/y_budget_total_rpt_1h.html"
4230,40000000,"",3,"기본관리","                                        "
263,40000010,"R",4,"표준공종","/const/y_web/99/y_wbs_code_1h.html"
2300,40000015,"R",4,"마스터 공종","/const/y_web/99/y_wbs_parent_1h.html"
265,40000020,"R",4,"표준내역","/const/y_web/99/y_stand_detail_1h.html"
2418,40000025,"R",4,"집계분류","/const/y_web/99/y_code_division_1h.html"
1103,40000030,"R",4,"공사개요","/const/y_web/02/y_proj_basic_1h.html"
4231,50000000,"",2,"외주관리","                                        "
4245,60000000,"",3,"업체선정","                                        "
4232,70000000,"",4,"현장설명","                                        "
989,70000010,"U",5,"현설계획","/const/s_web/01/s_order_list_1h.html"
1100,70000015,"U",5,"현설승인","/const/s_web/01/s_order_approve_process_1h.html"
2605,70000020,"U",5,"현설결과","/const/s_web/01/s_order_result_1h.html"
2448,70000120,"P",5,"현장설명 실시계획서","/const/s_web/01r/s_estimate_plan_1h.html"
1011,70000220,"P",5,"현장설명서","/const/s_web/01r/s_field_report_1h.html"
1390,70000320,"P",5,"현장설명 참가명부","/const/s_web/01r/s_estimate_list_1h.html"
2479,70000420,"P",5,"예산대비표","/const/s_web/01r/s_order_content_detail_1h.html"
1013,70000520,"P",5,"내역서","/const/s_web/01r/s_order_content_1h.html"
4246,80000000,"",4,"입찰견적","                                        "
990,80000100,"U",5,"입찰견적","/const/s_web/02/s_estimate_list_selyn_1h.html"
4233,90000000,"",3,"계약관리 ","                                        "
993,90000010,"U",4,"계약대장","/const/s_web/03/s_chg_cn_list_1h.html"
1005,90000020,"R",4,"계약승인","/const/s_web/03/s_sbc_approve_process_1h.html"
2803,90000022,"R",4,"전자계약서작성","/const/s_web/03/s_sbc_list_make_1h.html"
1212,90000025,"U",4,"보증서접수내역","/const/s_web/03/s_guarantee_accept_1h.html"
3811,90000027,"R",4,"월별 계약현황","/const/s_web/03/s_cn_list_1h.html"
4954,90000030,"R",4,"입찰 및 계약현황","/const/s_web/01/s_bid_cont_1h.html"
5023,90000035,"R",4,"계약실적","/const/s_web/03/s_contract_results_1h.html"
1144,90000127,"",4,"spt",""
2485,90000227,"P",4,"계약관련","/const/s_web/03r/s_cn_approve_rpt_1h.html"
2491,90000327,"P",4,"변경/정산 하도승인신청서","/const/s_web/03r/s_chg_cn_approve_rpt_1h.html"
1214,90000427,"P",4,"계약보증현황(현장별)","/const/s_web/03r/s_cn_dept_gurrant_1h.html"
1215,90000527,"P",4,"계약보증현황(업체별)","/const/s_web/03r/s_cn_sbcr_gurrant_1h.html"
2495,90000627,"P",4,"부가세 현황","/const/s_web/03r/s_cn_vat_list_rpt_1h.html"
2496,90000727,"P",4,"인지세액 납부 현황","/const/s_web/03r/s_cn_stamp_list_rpt_1h.html"
2600,90000827,"P",4,"계약 실적","/const/s_web/03r/s_cn_contract_results_rpt_1h.html"
4234,100000000,"",3,"기성관리","                                        "
1007,100000010,"R",4,"기성작성","/const/s_web/04/s_pay_1h.html"
1036,100000020,"",4,"spt",""
1307,100000030,"R",4,"현장별기성현황","/const/s_web/05/s_pay_dept_1h.html"
1308,100000035,"R",4,"업체별기성현황","/const/s_web/05/s_pay_sbcr_1h.html"
1309,100000037,"R",4,"공종별기성현황","/const/s_web/05/s_pay_order_1h.html"
4247,105000000,"",3,"기초 코드","                                        "
965,105000020,"U",4,"전문공종","/const/s_web/99/s_profession_wbs_1h.html"
984,105000050,"U",4,"업종 면허 등록","/const/s_web/99/s_code_treatkind_1h.html"
1222,105000060,"U",4,"평가항목등록(등록평가)","/const/s_web/99/s_code_insert_evl_1h.html"
2504,105000070,"U",4,"평가항목등록(수행평가)","/const/s_web/99/s_code_insert_evl_2h.html"
5157,110000000,"",2,"협력업체관리","                                        "
4235,120000000,"",3,"협력업체관리","                                        "
5017,120000010,"S",4,"협력업체정보변경","/const/s_web/06/s_req_sbcr_chg_1h.html"
2553,120000020,"S",4,"등록신청업체조회","/const/s_web/06/s_req_sbcr_query_1h.html"
5217,120000025,"S",4,"등록신청업체 추천인","/const/s_web/06/s_req_sbcr_recommender_1h.html"
2552,120000030,"S",4,"협력업체등록결과입력(신규업체)","/const/s_web/06/s_req_sbcr_result_1h.html"
972,120000040,"U",4,"협력업체기본사항","/const/s_web/98/s_sbcr_1h.html"
5351,120000045,"S",4,"위험업체관리","/const/s_web/98/s_sbcr_risk_1h.html"
4748,120000050,"R",4,"인증서관리","/const/s_web/98/s_cert_master_1h.html"
1218,120000140,"",4,"spt",""
2730,120000240,"P",4,"협력업체 등록서류 평가표","/const/s_web/01r/s_req_sbcr_evl_rpt_1h.html"
2555,120000340,"P",4,"협력업체 등록원서","/const/s_web/01r/s_req_sbcr_rpt_1h.html"
1220,120000440,"P",4,"협력업체등록명부(공종별)","/const/s_web/05r/s_sbcr_list_wbs_1h.html"
1380,120000540,"P",4,"협력업체등록명부(업체별)","/const/s_web/05r/s_sbcr_list_sbcr_1h.html"
1375,120000640,"P",4,"입찰 및 계약현황표","/const/s_web/05r/s_sbcr_bid_cont_1h.html"
2596,120000740,"P",4,"협력업체 현황","/const/s_web/05r/s_sbcr_rpt_1h.html"
2597,120000840,"P",4,"협력업체 등록현황","/const/s_web/05r/s_sbcr_list_rpt_1h.html"
4236,130000000,"",3,"평가관리","                                        "
1225,130000020,"U",4,"평가계획입력","/const/s_web/06/s_evl_evlplan_1h.html"
1226,130000030,"S",4,"평가자지정","/const/s_web/06/s_evl_evldept_insert_1h.html"
2505,130000040,"R",4,"현장평가","/const/s_web/06/s_evl_proj_evl_1h.html"
2507,130000050,"R",4,"본사평가","/const/s_web/06/s_evl_bon_evl_1h.html"
2510,130000060,"S",4,"평가마감","/const/s_web/06/s_evl_close_1h.html"
2511,130000070,"S",4,"총괄평가","/const/s_web/06/s_evl_totevl_1h.html"
4237,140000000,"",2,"자금청구","                                        "
4238,150000000,"",3,"기초 코드","                                        "
1042,150000010,"U",4,"거래처코드등록","/const/f_web/99/f_cust_code_1h.html"
4239,160000000,"",2,"원가관리","                                        "
4240,170000000,"",3,"보할 공정","                                        "
2900,170000020,"R",4,"보할공정 조회(본사)","/const/c_web/02/c_chg_progress_bonsa_1h.html"
3693,170000030,"R",4,"실행/원가계획/도급기성","/const/c_web/02/c_cost_degree_1h.html"
4241,180000000,"",3,"공사현황보고","                                        "
2892,180000030,"R",4,"주간공사현황등록","/const/c_web/03/c_week_status_1h.html"
2897,180000040,"R",4,"주간공사현황조회","/const/c_web/03/c_week_status_bonsa_1h.html"
4242,190000000,"",3,"현장 조직","                                        "
4243,200000000,"",3,"준공추정","                                        "
3433,200000010,"R",4,"준공추정","/const/c_web/05/c_spec_const_progress_1h.html"
4244,210000000,"",3,"원가조회","                                        "
3455,210000010,"R",4,"지역별 원가조회","/const/c_web/06/c_map_1h.html"
3456,210000020,"R",4,"회사별 원가조회","/const/c_web/06/c_spec_const_parent_amt_1h.html"
3820,210000040,"R",4,"현장별 공사현황보고조회","/const/c_web/07/c_month_tot_1h.html"
