"user_seq_key:STRING(1)","no_seq:DECIMAL(18)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
"",100000000,"R",1,"경영정보","                                        "
"",200000000,"R",2,"전사경영정보","                                        "
"",200000100,"R",3,"경영실적총괄표[작성용]","/const/g_web/01/g_mis_result_1h.html"
"",200000200,"R",3,"본부별KPI추진현황[작성용]","/const/g_web/01/g_mis_kpi_1h.html"
"",200000300,"R",3,"경영실적총괄표조회","/const/g_web/01/g_mis_result_query_1h.html"
"",200000400,"R",3,"본부별KPI추진현황조회","/const/g_web/01/g_mis_kpi_query_1h.html"
"",300000000,"R",2,"사업/자금수지","                                        "
"",300000100,"R",3,"확정사업S&P현황","/const/g_web/02/g_mis_decision_sp_1h.html"
"",300000200,"R",3,"수주추진관련 예상매출추정액","/const/g_web/02/g_mis_forecast_est_1h.html"
"",300000300,"R",3,"수주/용지 확보현황","/const/g_web/02/g_mis_order_site_1h.html"
"",300000400,"R",3,"분양계획[작성용]","/const/g_web/02/g_mis_sale_plan_1h.html"
"",300000500,"R",3,"분양계획조회","/const/g_web/02/g_mis_sale_plan_cross_1h.html"
"",400000000,"R",2,"분양/수금","                                        "
"",400000100,"R",3,"청약자 현황분석","/const/g_web/04/g_h_cust_sub_1h.html"
"",400000200,"R",3,"계약자 현황분석","/const/g_web/04/g_h_cust_sale_1h.html"
"",400000300,"R",3,"분양 실적표","/const/g_web/04/g_h_income_py_1h.html"
"",400000400,"R",3,"분양수입금 집계표","/const/g_web/04/g_h_income_total_a_1h.html"
"",400000500,"R",3,"분양미수금 집계표","/const/g_web/04/g_h_income_total_b_1h.html"
"",400000600,"R",3,"현장별 입금현황(월별)","/const/g_web/04/g_h_month_pay_list_1h.html"
"",400000700,"R",3,"현장별 입금예정현황(월별)","/const/g_web/04/g_h_job_pay_plan_list02_1h.html"
"",400000800,"R",3,"등기현황 누계","/const/g_web/04/g_h_moveinto_regi_1h.html"
"",400000900,"R",3,"입주현황 누계","/const/g_web/04/g_h_moveinto_move_1h.html"
"",400001000,"R",3,"공사수금 현황","/const/g_web/04/g_mis_bill_result_1h.html"
"",500000000,"R",2,"재무정보","                                        "
"",500000100,"R",3,"주요경영지표","/const/g_web/05/g_efin_eis_growth_1h.html"
"",500000200,"R",3,"본부별예산계획(분기)","/const/g_web/05/g_efin_eis_cen_budget_1h.html"
"",500000300,"R",3,"전사예산계획대비실적비교표","/const/g_web/05/g_efin_eis_com_budget_1h.html"
"",500000400,"R",3,"대차대조표(월별)","/const/g_web/05/g_efin_eis_bs_ptd_1h.html"
"",500000500,"R",3,"대차대조표(기별","/const/g_web/05/g_efin_eis_bs_ytd_1h.html"
"",500000600,"R",3,"손익계산서(월별)","/const/g_web/05/g_efin_eis_is_ptd_1h.html"
"",500000700,"R",3,"손익계산서(기별)","/const/g_web/05/g_efin_eis_is_ytd_1h.html"
"",500000800,"R",3,"프로젝트별손익계산서","/const/r_web/03/r_a_proj_cash_anly_1h.html"
