"user_seq_key:STRING(1)","no_seq:DECIMAL(18)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
"",10000000,"",1,"공사관리","                                        "
"",20000000,"",2,"실행관리","                                        "
"",30000000,"",3,"예산편성","                                        "
"",30000010,"R",4,"예산등록","/const/y_web/01/y_chg_degree_1h.html"
"",30000020,"U",4,"실행외내역 등록","/const/y_web/02/y_outside_1h.html"
"",30000030,"R",4,"실행외내역 승인","/const/y_web/02/y_outside_approve_process_1h.html"
"",30000040,"R",4,"미발주내역조회","/const/y_web/02/y_budget_sbc_1h.html"
"",30000050,"U",4,"현장별단가대비","/const/y_web/03/y_compare_detail_price_1h.html"
"",40000000,"",3,"기본관리","                                        "
"",40000010,"R",4,"표준공종","/const/y_web/99/y_wbs_code_1h.html"
"",40000015,"R",4,"마스터 공종","/const/y_web/99/y_wbs_parent_1h.html"
"",40000020,"R",4,"표준내역","/const/y_web/99/y_stand_detail_1h.html"
"",40000025,"R",4,"집계분류","/const/y_web/99/y_code_division_1h.html"
"",40000030,"R",4,"공사개요","/const/y_web/02/y_proj_basic_1h.html"
"",50000000,"",2,"외주관리","                                        "
"",55000000,"",3,"업체선정","                                        "
"",60000000,"",4,"현장설명","                                        "
"",60000010,"U",5,"현설계획","/const/s_web/01/s_order_list_1h.html"
"",60000015,"R",5,"현설승인","/const/s_web/01/s_order_approve_process_1h.html"
"",65000000,"",4,"입찰견적","                                        "
"",65000100,"U",5,"입찰견적","/const/s_web/02/s_estimate_list_selyn_1h.html"
"",70000000,"",3,"계약관리 ","                                        "
"",70000010,"U",4,"계약대장","/const/s_web/03/s_chg_cn_list_1h.html"
"",70000020,"R",4,"계약승인","/const/s_web/03/s_sbc_approve_process_1h.html"
"",70000022,"R",4,"전자계약서작성","/const/s_web/03/s_sbc_list_make_1h.html"
"",70000025,"U",4,"보증서접수내역","/const/s_web/03/s_guarantee_accept_1h.html"
"",80000000,"",3,"기성관리","                                        "
"",80000010,"R",4,"기성작성","/const/s_web/04/s_pay_1h.html"
"",80000020,"",4,"spt",""
"",80000030,"R",4,"현장별기성현황","/const/s_web/05/s_pay_dept_1h.html"
"",80000035,"R",4,"업체별기성현황","/const/s_web/05/s_pay_sbcr_1h.html"
"",80000037,"R",4,"공종별기성현황","/const/s_web/05/s_pay_order_1h.html"
"",85000000,"",3,"기초 코드","                                        "
"",85000020,"U",4,"전문공종","/const/s_web/99/s_profession_wbs_1h.html"
"",85000050,"U",4,"업종 면허 등록","/const/s_web/99/s_code_treatkind_1h.html"
"",85000060,"U",4,"평가항목등록(등록평가)","/const/s_web/99/s_code_insert_evl_1h.html"
"",85000070,"U",4,"평가항목등록(수행평가)","/const/s_web/99/s_code_insert_evl_2h.html"
"",90000000,"",2,"협력업체관리","                                        "
"",100000000,"",3,"협력업체관리","                                        "
"",100000020,"S",4,"등록신청업체조회","/const/s_web/06/s_req_sbcr_query_1h.html"
"",100000025,"S",4,"등록신청업체 추천인","/const/s_web/06/s_req_sbcr_recommender_1h.html"
"",100000030,"S",4,"협력업체등록결과입력(신규업체)","/const/s_web/06/s_req_sbcr_result_1h.html"
"",100000040,"U",4,"협력업체기본사항","/const/s_web/98/s_sbcr_1h.html"
"",100000045,"R",4,"위험업체관리","/const/s_web/98/s_sbcr_risk_1h.html"
"",100000050,"R",4,"인증서관리","/const/s_web/98/s_cert_master_1h.html"
