"user_seq_key:STRING(1)","no_seq:DECIMAL(10)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
5100,10000000,"",1,"분양관리","                                        "
5101,20000000,"",2,"기본관리","                                        "
2072,20000060,"R",3,"서비스옵션등록","/general/h_web/01/h_base_option_master_1h.html"
2073,20000070,"R",3,"고객등록","/general/h_web/01/h_code_cust_1h.html"
2074,20000080,"R",3,"분양자료 엑셀 전환","/general/h_web/01/h_excel_download_1h.html"
2075,20000090,"",3,"spt",""
2078,20000100,"P",3,"현장별기본내역","/general/h_web/01r/h_dept_code_rpt_1h.html"
5103,40000000,"",2,"계약관리","                                        "
2088,40000010,"R",3,"계약자 등록","/general/h_web/03/h_contract_master_1h.html"
2089,40000020,"R",3,"명의변경","/general/h_web/03/h_contract_name_chg_1h.html"
2090,40000030,"R",3,"동호변경","/general/h_web/03/h_contract_dongho_chg_1h.html"
2091,40000040,"R",3,"해약처리","/general/h_web/03/h_contract_cancel_1h.html"
2093,40000060,"",3,"spt",""
2094,40000070,"R",3,"분양현황도","/general/h_web/03/h_cont_state_1h.html"
2095,40000080,"P",3,"계약자명단","/general/h_web/03r/h_contract_list_rpt_1h.html"
3623,40000085,"P",3,"미분양현황","/general/h_web/03r/h_cont_not_contract_rpt_1h.html"
4990,40000097,"P",3,"계약서일괄출력","/general/h_web/03r/h_contract_docu_multi_rpt_1h.html"
2098,40000110,"P",3,"계약자스티커출력","/general/h_web/03r/h_contract_sticker_rpt_1h.html"
2099,40000120,"P",3,"전매명부","/general/h_web/03r/h_all_sale_list_rpt_1h.html"
2100,40000130,"P",3,"해약명부","/general/h_web/03r/h_contract_cancel_rpt_1h.html"
2101,40000140,"P",3,"해약환불금내역서","/general/h_web/03r/h_cancel_refund_rpt_1h.html"
5019,40000150,"P",3,"별도품목계약내역","/general/h_web/03r/h_sale_ontime_cont_rpt_1h.html"
5104,50000000,"",2,"수입금관리","                                        "
2103,50000010,"R",3,"분양금입금관리","/general/h_web/04/h_income_master_1h.html"
3532,50000015,"R",3,"FBS가상계좌수납","/general/h_web/04/h_fb_intf_income_1h.html"
2104,50000020,"R",3,"일괄수납처리","/general/h_web/04/h_cms_conversion_1h.html"
5047,50000025,"R",3,"화성동탄(자료처리)","/general/h_web/04/h_batch_income_imp_data_1h.html"
2105,50000030,"R",3,"세대별메모사항","/general/h_web/04/h_sale_memo_1h.html"
2106,50000040,"R",3,"불명자료등록","/general/h_web/04/h_sale_income_unknown_1h.html"
3984,50000045,"R",3,"조정대상 조정","/general/h_web/04/h_sale_cntr_update_1h.html"
2107,50000050,"",3,"spt",""
2108,50000060,"P",3,"세대별분양총괄현황(*)","/general/h_web/04r/h_sale_dongho_total_rpt_1h.html"
2109,50000070,"P",3,"현장별총괄입금현황","/general/h_web/04r/h_sale_income_total_rpt_1h.html"
2110,50000080,"P",3,"개인별분양총괄현황","/general/h_web/04r/h_sale_income_pers_rpt_2h.html"
2111,50000090,"P",3,"동호별분양총괄현황","/general/h_web/04r/h_sale_income_dongho_rpt_1h.html"
2112,50000100,"P",3,"현장별분양총괄현황(*)","/general/h_web/04r/h_sale_income_dept_rpt_1h.html"
3818,50000102,"P",3,"수입금/미수금집계표","/general/h_web/04r/h_sale_income_total_a_1h.html"
3050,50000105,"P",3,"분양실적표","/general/h_web/04r/h_sale_income_dong_rpt_1h.html"
3720,50000106,"P",3,"평형별중도금집계현황","/general/h_web/04r/h_sale_pyong_total_rpt_1h.html"
2113,50000110,"P",3,"평형별분양현황(*)","/general/h_web/04r/h_sale_income_pyong_rpt_1h.html"
2114,50000120,"P",3,"분양금완납자명단","/general/h_web/04r/h_sale_income_fullpayment_rpt_1h.html"
2115,50000130,"P",3,"분양금선납자명단","/general/h_web/04r/h_sale_income_prepayment_rpt_1h.html"
2116,50000140,"P",3,"분양금미납자명단","/general/h_web/04r/h_sale_income_nopayment_rpt_1h.html"
5020,50000155,"P",3,"분양예수금내역서","/general/h_web/04r/h_sale_income_over_list.html"
2119,50000170,"P",3,"수입금수납내역","/general/h_web/04r/h_sale_daily_pay_list_rpt_1h.html"
4997,50000171,"P",3,"분양수입금환출내역서","/general/h_web/04r/h_sale_income_refund_rpt1_1h.html"
4995,50000172,"P",3,"일일수납집계표","/general/h_web/04r/h_sale_income_month_deposit_list.html"
4689,50000175,"P",3,"중도금일자별약정현황","/general/h_web/04r/h_sale_agree_list.html"
2120,50000180,"P",3,"현장별분양및입금현황","/general/h_web/04r/h_sale_month_pay_list_rpt_1h.html"
2121,50000190,"P",3,"현장별입금예정현황","/general/h_web/04r/h_sale_job_pay_plan_rpt_1h.html"
3998,50000195,"P",3,"현장별차수별입금예정현황","/general/h_web/04r/h_sale_job_pay_plan_rpt_3h.html"
2122,50000200,"P",3,"분양금납부안내장","/general/h_web/04r/h_house_receipt_list_rpt_1h.html"
2123,50000210,"P",3,"분양금납부독촉장","/general/h_web/04r/h_house_receipt_demand_rpt_1h.html"
5105,60000000,"",2,"대출금관리","                                        "
2470,60000005,"R",3,"대출이자 일괄등록","/general/h_web/04/h_batch_loan_interest_1h.html"
2128,60000020,"",3,"-",""
4691,60000025,"P",3,"중도금호별이자정산내역서","/general/h_web/05r/h_sale_loan_result_dongho_rpt_1h.html"
