"user_seq_key:STRING(1)","no_seq:DECIMAL(10)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
2877,10000000,"",1,"실     행","                                        "
2878,20000000,"",2,"내역 편성","                                        "
261,20000010,"R",3,"내역 등록","/const/y_web/01/y_chg_degree_1h.html"
991,20000020,"R",3,"실행내역승인","/const/y_web/01/y_approve_process_1h.html"
2435,20000030,"S",3,"실행외내역 등록","/const/y_web/02/y_outside_1h.html"
2436,20000035,"R",3,"실행외내역 승인","/const/y_web/02/y_outside_approve_process_1h.html"
2453,20000037,"R",3,"미발주 내역","/const/y_web/02/y_budget_sbc_1h.html"
1202,20000040,"U",3,"현장관리비등록","/const/y_web/01/y_projmng_amt_1h.html"
1303,20000050,"U",3,"현장별 단가대비","/const/y_web/03/y_compare_detail_price_1h.html"
1021,20000060,"",3,"spt",""
2879,30000000,"",2,"기본 관리","                                        "
263,30000010,"U",3,"표준 공종","/const/y_web/99/y_wbs_code_1h.html"
2300,30000015,"U",3,"마스터 공종","/const/y_web/99/y_wbs_parent_1h.html"
265,30000020,"U",3,"표준 내역","/const/y_web/99/y_stand_detail_1h.html"
2418,30000025,"U",3,"집계 분류","/const/y_web/99/y_code_division_1h.html"
1103,30000030,"U",3,"공사 개요","/const/y_web/02/y_proj_basic_1h.html"
1304,30000035,"U",3,"현장관리비기준내역","/const/y_web/99/y_projmng_basic_1h.html"
1447,30000045,"",3,"spt",""
1448,30000055,"P",3,"표준 공종","/const/y_web/99r/y_wbs_code_list_1h.html"
2880,40000000,"",1,"외주관리","                                        "
2881,50000000,"",2,"발주내역","                                        "
989,50000010,"U",3,"발주목록및 내역작성","/const/s_web/01/s_order_list_1h.html"
1100,50000015,"R",3,"현설품의 승인","/const/s_web/01/s_order_approve_process_1h.html"
2605,50000017,"S",3,"현설결과입력","/const/s_web/01/s_order_result_1h.html"
990,50000020,"U",3,"견적목록및 견적내역","/const/s_web/02/s_estimate_list_selyn_1h.html"
1022,50000030,"",3,"spt",""
2448,50000040,"P",3,"현장설명 실시계획서","/const/s_web/01r/s_estimate_plan_1h.html"
1011,50000045,"P",3,"현장설명서","/const/s_web/01r/s_field_report_1h.html"
1390,50000050,"P",3,"현장설명 참가명부","/const/s_web/01r/s_estimate_list_1h.html"
2498,50000055,"P",3,"견적개봉 결과보고","/const/s_web/01r/s_estimate_report_1h.html"
2479,50000060,"P",3,"발주내역서","/const/s_web/01r/s_order_content_detail_1h.html"
1013,50000070,"P",3,"입찰내역서","/const/s_web/01r/s_order_content_1h.html"
2481,50000080,"P",3,"입찰 및 계약현황표","/const/s_web/05r/s_sbcr_bid_cont_1h.html"
2882,60000000,"",2,"계약 관리 ","                                        "
993,60000010,"U",3,"계약 대장","/const/s_web/03/s_chg_cn_list_1h.html"
1005,60000020,"R",3,"계약승인처리","/const/s_web/03/s_sbc_approve_process_1h.html"
2803,60000022,"R",3,"전자계약서작성","/const/s_web/03/s_sbc_list_make_1h.html"
1212,60000025,"U",3,"보증서접수내역","/const/s_web/03/s_guarantee_accept_1h.html"
1144,60000030,"",3,"spt",""
2485,60000045,"P",3,"하도승인신청서","/const/s_web/03r/s_cn_approve_rpt_1h.html"
2491,60000047,"P",3,"변경/정산 하도승인신청서","/const/s_web/03r/s_chg_cn_approve_rpt_1h.html"
1214,60000050,"P",3,"계약보증현황(현장별)","/const/s_web/03r/s_cn_dept_gurrant_1h.html"
1215,60000060,"P",3,"계약보증현황(업체별)","/const/s_web/03r/s_cn_sbcr_gurrant_1h.html"
2495,60000070,"P",3,"부가세 현황","/const/s_web/03r/s_cn_vat_list_rpt_1h.html"
2496,60000080,"P",3,"인지세액 납부 현황","/const/s_web/03r/s_cn_stamp_list_rpt_1h.html"
1389,60000090,"P",3,"계약 현황","/const/s_web/03r/s_cn_dept_list_1h.html"
2600,60000100,"P",3,"계약 실적","/const/s_web/03r/s_cn_contract_results_rpt_1h.html"
2883,70000000,"",2,"기성 관리","                                        "
1007,70000010,"U",3,"기성 내역 등록","/const/s_web/04/s_pay_1h.html"
1036,70000020,"",3,"spt",""
1307,70000030,"R",3,"현장별기성현황","/const/s_web/05/s_pay_dept_1h.html"
1308,70000035,"R",3,"업체별기성현황","/const/s_web/05/s_pay_sbcr_1h.html"
1309,70000037,"R",3,"공종별기성현황","/const/s_web/05/s_pay_order_1h.html"
1306,70000040,"",3,"spt",""
1035,70000050,"P",3,"외주기성내역서","/const/s_web/04r/s_prgs_detail_rpt_1h.html"
1125,70000060,"P",3,"외주비 집계표","/const/s_web/04r/s_pay_list_rpt_1h.html"
1388,70000070,"P",3,"기성고 조서","/const/s_web/04r/s_prgs_request_rpt_1h.html"
2884,80000000,"",2,"협력업체관리","                                        "
2553,80000020,"S",3,"등록신청업체조회","/const/b2b_web/01/s_req_sbcr_query_1h.html"
2552,80000030,"S",3,"협력업체등록결과입력(신규업체)","/const/s_web/06/s_req_sbcr_result_1h.html"
972,80000040,"U",3,"협력업체기본사항","/const/s_web/98/s_sbcr_1h.html"
1218,80000050,"",3,"spt",""
2730,80000055,"P",3,"협력업체 등록서류 평가표","/const/b2b_web/01r/s_req_sbcr_evl_rpt_1h.html"
2555,80000060,"P",3,"협력업체 등록원서","/const/b2b_web/01r/s_req_sbcr_rpt_1h.html"
1220,80000070,"P",3,"협력업체등록명부(공종별)","/const/s_web/05r/s_sbcr_list_wbs_1h.html"
1380,80000080,"P",3,"협력업체등록명부(업체별)","/const/s_web/05r/s_sbcr_list_sbcr_1h.html"
1221,80000090,"P",3,"협력업체주소록","/const/s_web/05r/s_sbcr_address_1h.html"
1375,80000100,"P",3,"입찰 및 계약현황표","/const/s_web/05r/s_sbcr_bid_cont_1h.html"
2596,80000110,"P",3,"협력업체 현황","/const/s_web/05r/s_sbcr_rpt_1h.html"
2597,80000120,"P",3,"협력업체 등록현황","/const/s_web/05r/s_sbcr_list_rpt_1h.html"
2885,90000000,"",2,"평가관리","                                        "
1225,90000020,"U",3,"평가계획입력","/const/s_web/06/s_evl_evlplan_1h.html"
1226,90000030,"S",3,"평가자지정","/const/s_web/06/s_evl_evldept_insert_1h.html"
