"user_seq_key:STRING(1)","no_seq:DECIMAL(18)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
"",10000000,"",1,"자금수지분석","                                        "
"",20000000,"",2,"수지분석(프로젝트)","                                        "
"",20000010,"U",3,"수지분석 차수(현장)","/const/r_web/02/r_a_cash_degree_1h.html"
"",20000110,"U",3,"수지분석 차수(본사)","/const/r_web/02/r_a_cash_degree_bonsa_1h.html"
"",20000210,"S",3,"수지분석 확정(재무팀)","/const/r_web/02/r_a_cash_degree_confirm_1h.html"
"",20000310,"S",3,"수지분석 승인(기획실)","/const/r_web/02/r_a_cash_degree_approve_1h.html"
"",30000000,"",2,"수지분석(조회)","                                        "
"",30000050,"R",3,"현금흐름/수지분석표","/const/r_web/03/r_a_proj_cash_anly_1h.html"
"",30000100,"R",3,"수입/지출(현장)","/const/r_web/03/r_a_cash_suip_1h.html"
"",30000200,"R",3,"수입/지출(자금계획종합)","/const/r_web/03/r_a_cash_suip_jichul_1h.html"
"",40000000,"",2,"기초코드","                                        "
"",40000010,"U",3,"수지분석분류 등록","/const/r_web/99/r_a_code_cash_1h.html"
"",40000110,"U",3,"개인별 프로젝트 연결","/zmis/z_user_project_connect_1h.html"
"",40000210,"U",3,"프로젝트 연결(경리/부서)","/const/r_web/00/r_a_proj_fi_dept_connect_1h.html"
"",40000310,"R",3,"실행/원가계획/도급기성","/const/c_web/02/c_cost_degree_1h.html"
"",50000000,"",1,"수지분석","                                        "
"",50000010,"U",2,"수주정보 등록","/const/r_web/01/r_b_proj_input_1h.html"
"",50000015,"S",2,"정보접수","/const/r_web/01/r_b_proj_receipt_1h.html"
