"user_seq_key:STRING(1)","no_seq:DECIMAL(10)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
4573,10000000,"",1,"공사관리","                                        "
4574,50000000,"",2,"외주관리","                                        "
4576,70000000,"",3,"계약관리 ","                                        "
993,70000010,"R",4,"계약대장","/const/s_web/03/s_chg_cn_list_1h.html"
4577,80000000,"",3,"기성관리","                                        "
1007,80000010,"R",4,"기성작성","/const/s_web/04/s_pay_1h.html"
1036,80000020,"",4,"spt",""
1307,80000030,"R",4,"현장별기성현황","/const/s_web/05/s_pay_dept_1h.html"
1308,80000040,"R",4,"업체별기성현황","/const/s_web/05/s_pay_sbcr_1h.html"
1309,80000050,"R",4,"공종별기성현황","/const/s_web/05/s_pay_order_1h.html"
5172,85000000,"",2,"협력업체관리","                                        "
4578,90000000,"",3,"협력업체관리","                                        "
972,90000010,"R",4,"협력업체기본사항","/const/s_web/98/s_sbcr_1h.html"
4579,100000000,"",3,"평가관리","                                        "
1225,100000020,"R",4,"평가계획입력","/const/s_web/06/s_evl_evlplan_1h.html"
1226,100000030,"R",4,"평가자지정","/const/s_web/06/s_evl_evldept_insert_1h.html"
2505,100000040,"U",4,"현장평가","/const/s_web/06/s_evl_proj_evl_1h.html"
4580,110000000,"",2,"노무관리","                                        "
4581,120000000,"",3,"기초관리","                                        "
977,120000010,"R",4,"노무자 기본사항","/const/l_web/99/l_labor_basic_1h.html"
1104,120000030,"R",4,"세율등록","/const/l_web/99/l_taxrate_1h.html"
2673,120000035,"R",4,"등급별 세율등록","/const/l_web/99/l_tax_degree_1h.html"
4582,130000000,"",2,"자재관리","                                        "
4583,140000000,"",3,"수불관리","                                        "
1016,140000010,"R",4,"자재입고","/const/m_web/03/m_input_1h.html"
1017,140000020,"R",4,"자재출고","/const/m_web/03/m_output_1h.html"
2894,140000060,"R",4,"대금청구","/const/m_web/04/m_mat_request_1h.html"
2901,140000080,"R",4,"가설재관리대장","/const/m_web/04/m_tmat_master_1h.html"
4584,150000000,"",2,"원가관리","                                        "
4585,160000000,"",3,"보할 공정","                                        "
2740,160000010,"R",4,"보할공정 등록","/const/c_web/02/c_chg_progress_1h.html"
3693,160000030,"R",4,"실행/원가계획/도급기성","/const/c_web/02/c_cost_degree_1h.html"
4586,170000000,"",3,"공사현황보고","                                        "
2892,170000030,"U",4,"주간공사현황등록","/const/c_web/03/c_week_status_1h.html"
4588,190000000,"",3,"원가조회","                                        "
4589,200000000,"",3,"기초코드","                                        "
