"user_seq_key:STRING(1)","no_seq:DECIMAL(10)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
4915,10000000,"",1,"수주/영업","                                        "
4916,20000000,"",2,"기초코드","                                        "
1666,20000010,"U",3,"수지분석코드","/const/r_web/99/r_code_in_1h.html"
1677,20000020,"U",3,"현금분류코드","/const/r_web/99/r_code_cash_1h.html"
1681,20000030,"U",3,"보고서 변환코드","/const/r_web/99/r_cash_rpt_parent_1h.html"
1752,20000035,"U",3,"기타코드등록","/const/r_web/99/r_code_etc_parent_1h.html"
4765,20000050,"U",3,"조건 항목 등록","/const/r_web/08/r_cond_item_1h.html"
4917,30000000,"",2,"수지분석","                                        "
4645,30000010,"U",3,"수주정보 등록","/const/r_web/01/r_b_proj_input_1h.html"
4649,30000015,"S",3,"정보접수","/const/r_web/01/r_b_proj_receipt_1h.html"
1670,30000020,"U",3,"수지분석단계등록","/const/r_web/01/r_proj_step_1h.html"
4766,30000025,"U",3,"수지 정보 검색","/const/r_web/09/r_cond_item_result_1h.html"
4918,40000000,"",2,"조합 예산관리","                                        "
4858,40000010,"U",3,"예산배정","/const/r_web/01/r_budget_1h.html"
4859,40000020,"U",3,"집행실적","/const/r_web/01/r_budget_cost_1h.html"
4860,40000030,"R",3,"항목별 현황","/const/r_web/01/r_budget_cost_query_1_1h.html"
4861,40000040,"R",3,"계정별 현황및총계","/const/r_web/01/r_budget_cost_query_2_1h.html"
