"user_seq_key:STRING(1)","no_seq:DECIMAL(10)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
"",10000000,"",1,"실     행","                                        "
"",20000000,"",2,"내역 편성","                                        "
"",20000010,"R",3,"내역 등록","/const/y_web/01/y_chg_degree_1h.html"
"",20000020,"R",3,"실행내역승인","/const/y_web/01/y_approve_process_1h.html"
"",20000030,"S",3,"실행외내역 등록","/const/y_web/02/y_outside_1h.html"
"",20000035,"R",3,"실행외내역 승인","/const/y_web/02/y_outside_approve_process_1h.html"
"",20000037,"R",3,"미발주 내역","/const/y_web/02/y_budget_sbc_1h.html"
"",20000040,"U",3,"현장관리비등록","/const/y_web/01/y_projmng_amt_1h.html"
"",20000050,"U",3,"현장별 단가대비","/const/y_web/03/y_compare_detail_price_1h.html"
"",20000060,"",3,"spt",""
"",30000000,"",2,"기본 관리","                                        "
"",30000010,"U",3,"표준 공종","/const/y_web/99/y_wbs_code_1h.html"
"",30000015,"U",3,"마스터 공종","/const/y_web/99/y_wbs_parent_1h.html"
"",30000020,"U",3,"표준 내역","/const/y_web/99/y_stand_detail_1h.html"
"",30000025,"U",3,"집계 분류","/const/y_web/99/y_code_division_1h.html"
"",30000030,"U",3,"공사 개요","/const/y_web/02/y_proj_basic_1h.html"
"",30000035,"U",3,"현장관리비기준내역","/const/y_web/99/y_projmng_basic_1h.html"
"",30000045,"",3,"spt",""
"",30000055,"P",3,"표준 공종","/const/y_web/99r/y_wbs_code_list_1h.html"
"",40000000,"",1,"외주관리","                                        "
"",50000000,"",2,"발주내역","                                        "
"",50000010,"U",3,"발주목록및 내역작성","/const/s_web/01/s_order_list_1h.html"
"",50000015,"R",3,"현설품의 승인","/const/s_web/01/s_order_approve_process_1h.html"
"",50000017,"S",3,"현설결과입력","/const/s_web/01/s_order_result_1h.html"
"",50000020,"U",3,"견적목록및 견적내역","/const/s_web/02/s_estimate_list_selyn_1h.html"
"",50000030,"",3,"spt",""
"",50000040,"P",3,"현장설명 실시계획서","/const/s_web/01r/s_estimate_plan_1h.html"
"",50000045,"P",3,"현장설명서","/const/s_web/01r/s_field_report_1h.html"
"",50000050,"P",3,"현장설명 참가명부","/const/s_web/01r/s_estimate_list_1h.html"
"",50000055,"P",3,"견적개봉 결과보고","/const/s_web/01r/s_estimate_report_1h.html"
"",50000060,"P",3,"발주내역서","/const/s_web/01r/s_order_content_detail_1h.html"
"",50000070,"P",3,"입찰내역서","/const/s_web/01r/s_order_content_1h.html"
"",50000080,"P",3,"입찰 및 계약현황표","/const/s_web/05r/s_sbcr_bid_cont_1h.html"
"",60000000,"",2,"계약 관리 ","                                        "
"",60000010,"U",3,"계약 대장","/const/s_web/03/s_chg_cn_list_1h.html"
"",60000020,"R",3,"계약승인처리","/const/s_web/03/s_sbc_approve_process_1h.html"
"",60000022,"R",3,"전자계약서작성","/const/s_web/03/s_sbc_list_make_1h.html"
"",60000025,"U",3,"보증서접수내역","/const/s_web/03/s_guarantee_accept_1h.html"
"",60000030,"",3,"spt",""
"",60000045,"P",3,"하도승인신청서","/const/s_web/03r/s_cn_approve_rpt_1h.html"
"",60000047,"P",3,"변경/정산 하도승인신청서","/const/s_web/03r/s_chg_cn_approve_rpt_1h.html"
"",60000050,"P",3,"계약보증현황(현장별)","/const/s_web/03r/s_cn_dept_gurrant_1h.html"
