"user_seq_key:STRING(1)","no_seq:DECIMAL(18)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
"",10000000,"",1,"개인정보","                                        "
"",10000100,"S",2,"개인정보관리","/general/p_web/02/p_pers_master_emp_1h.html"
"",10000200,"U",2,"제증명서신청","/general/p_web/02/p_pers_cer_req_1h.html"
"",10000300,"U",2,"교육신청","/general/p_web/07/p_edu_application_1h.html"
"",10000400,"S",2,"개인월근태","/general/p_web/06/p_attend_emp_1h.html"
"",10000500,"S",2,"월근태승인","/general/p_web/06/p_attend_emp_approv_1h.html"
"",20000000,"",1,"전산결재","                                        "
"",20000100,"S",2,"결재 개인별","/const/d_web/01/d_process_1h.html"
"",30000000,"",1,"수지분석 정보등록","                                        "
"",30000010,"U",2,"수주정보 등록","/const/r_web/01/r_b_proj_input_1h.html"
