"user_seq_key:STRING(1)","no_seq:DECIMAL(10)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
"",100000000,"U",1,"공통관리","                                        "
"",200000000,"U",2,"권한 관리","                                        "
"",300000000,"U",3,"프로그램 관리","                                        "
"",300000100,"U",4,"프로그램 등록","/zmis/z_pgrm_content_h.html"
"",400000000,"U",3,"그룹 관리","                                        "
"",400000100,"U",4,"그룹 등록","/zmis/z_group_h.html"
"",400000200,"U",4,"그룹 프로그램 목록","/zmis/z_group_pgrm_title_h.html"
"",400000300,"U",4,"그룹 프로그램 등록","/zmis/z_group_pgrm_content_h.html"
"",500000000,"U",3,"개인별추가프로그램등록","                                        "
"",500000100,"U",4,"개인별 등록","/zmis/z_user_h.html"
"",500000200,"U",4,"개인별 목록 등록","/zmis/z_user_pgrm_title_h.html"
"",500000300,"U",4,"개인별 프로그램 등록","/zmis/z_user_pgrm_content_h.html"
"",600000000,"U",3,"개인별 그룹및현장권한","                                        "
"",600000100,"U",4,"개인별 그룹 연결","/zmis/z_user_group_connect_h.html"
"",600000200,"U",4,"개인별 현장 연결","/zmis/z_user_dept_connect_1h.html"
"",700000000,"U",2,"부서등록","                                        "
"",800000000,"U",2,"사원등록","                                        "
"",900000000,"U",2,"프로세스 셋팅","                                        "
"",1000000000,"U",2,"공통코드 등록","                                        "
