"user_seq_key:STRING(1)","no_seq:DECIMAL(18)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
"",100000000,"",1,"공사관리","                                        "
"",200000000,"",2,"원가관리","                                        "
"",300000000,"",3,"공사현황보고","                                        "
"",300000100,"R",4,"월간공사현황조회","/const/c_web/07/c_mis_bonsa_1h.html"
"",400000000,"",2,"협력업체관리","                                        "
"",500000000,"",3,"협력업체관리","                                        "
"",500000100,"R",4,"협력업체기본사항","/const/s_web/98/s_sbcr_1h.html"
"",600000000,"",2,"자금청구","                                        "
"",700000000,"",3,"자금청구","                                        "
"",700000100,"P",4,"총괄표(현장용)","/const/f_web/00/f_code_proj_1h.html"
"",700000200,"P",4,"총괄표(품질안전팀)","/const/f_web/00/f_code_pum_1h.html"
