"user_seq_key:STRING(1)","no_seq:DECIMAL(18)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
"",10000000,"",1,"용지","                                        "
"",20000000,"",2,"용지 접수및현황","                                        "
"",20000010,"U",3,"용지 접수등록","/const/r_web/11/r1_proj_input_1h.html"
"",20000020,"U",3,"용지 접수 정보검색","/const/r_web/11/r1_cond_item_result_1h.html"
"",20000120,"R",3,"용지 접수 현황","/const/g_web/03/g_mis_region_query_1h.html"
"",30000000,"",2,"용지 관리","                                        "
"",30000010,"U",3,"용지관리 정보","/const/r_web/12/r1_earth_1h.html"
"",30000110,"U",3,"용지관리 정보 검색","/const/r_web/12/r1_cond_item_result_1h.html"
"",40000000,"",2,"기초코드","                                        "
"",40000010,"U",3,"코드 등록","/const/r_web/10/r1_code_etc_parent_1h.html"
"",40000110,"U",3,"조건항목등록","/const/r_web/10/r1_cond_item_1h.html"
