"user_seq_key:STRING(1)","no_seq:DECIMAL(18)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
"",10000000,"U",1,"조합관리","                                        "
"",10000010,"U",2,"조합원등록","/general/h_web/07/h_unin_member_1h.html"
"",10000020,"S",2,"조합원해약처리","/general/h_web/07/h_unin_member_cancel_1h.html"
"",10000040,"U",2,"조합원대여금관리","/general/h_web/07/h_unin_member_paymaster_1h.html"
"",10000050,"U",2,"대여금이자일괄입력","/general/h_web/07/h_unin_interest_batch_1h.html"
"",10000060,"",2,"spt",""
"",10000070,"P",2,"조합원명부","/general/h_web/07r/h_unin_member_rpt_1h.html"
"",10000080,"P",2,"조합원대여금이자상환내역","/general/h_web/07r/h_unin_intr_repay_rpt_1h.html"
"",10000090,"P",2,"조합원대여금수납집계표","/general/h_web/07r/h_unin_repay_list_rpt_1h.html"
"",10000100,"P",2,"조합원대여금현황","/general/h_web/07r/h_unin_move_list_rpt_1h.html"
"",20000000,"R",2,"분양기본","                                        "
"",20000010,"R",3,"현장등록","/general/h_web/01/h_code_dept_1h.html"
"",20000020,"R",3,"분양구분등록","/general/h_web/01/h_code_house_1h.html"
"",20000030,"R",3,"평형별약정등록","/general/h_web/01/h_base_pyong_master_1h.html"
