"user_seq_key:STRING(1)","no_seq:DECIMAL(18)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
"",10000000,"",1,"경영정보","                                        "
"",20000000,"",2,"전사경영실적","                                        "
"",20000010,"U",3,"경영실적총괄표[작성용]","/const/g_web/01/g_mis_result_1h.html"
"",20000020,"U",3,"본부별KPI추진현황[작성용]","/const/g_web/01/g_mis_kpi_1h.html"
"",20000030,"R",3,"경영실적총괄표조회","/const/g_web/01/g_mis_result_query_1h.html"
"",20000040,"R",3,"본부별KPI추진현황조회","/const/g_web/01/g_mis_kpi_query_1h.html"
"",20000140,"U",3,"프로젝트 연결(경리/부서)","/const/r_web/00/r_a_proj_fi_dept_connect_1h.html"
"",30000000,"",2,"사업/자금수지","                                        "
"",30000010,"U",3,"확정사업S&P현황","/const/g_web/02/g_mis_decision_sp_1h.html"
"",30000020,"U",3,"수주추진관련 예상매출추정액","/const/g_web/02/g_mis_forecast_est_1h.html"
"",30000030,"U",3,"수주/용지 확보현황","/const/g_web/02/g_mis_order_site_1h.html"
"",30000040,"U",3,"분양계획[작성용]","/const/g_web/02/g_mis_sale_plan_1h.html"
"",30000050,"R",3,"분양계획조회","/const/g_web/02/g_mis_sale_plan_cross_1h.html"
"",30000060,"U",3,"수주관련 인력증감 검토","/const/g_web/02/g_mis_person_1h.html"
"",30000160,"R",3,"현금흐름/수지분석표","/const/r_web/03/r_a_proj_cash_anly_1h.html"
"",30000260,"R",3,"수입/지출(현장)","/const/r_web/03/r_a_cash_suip_1h.html"
"",30000360,"R",3,"수입/지출(자금계획종합)","/const/r_web/03/r_a_cash_suip_jichul_1h.html"
"",40000000,"",2,"수주/용지","                                        "
"",40000010,"U",3,"수주구성","/const/g_web/03/g_mis_ord_result_1h.html"
"",40000020,"R",3,"수주실적","/const/g_web/03/g_mis_ord_result_query_1h.html"
"",40000030,"U",3,"부서별 수주실적","/const/g_web/03/g_mis_dept_ord_result_1h.html"
"",40000040,"U",3,"부서별 용지실적","/const/g_web/03/g_mis_dept_site_result_1h.html"
"",40000050,"R",3,"수주정보 접수현황","/const/g_web/03/g_mis_suju_query_1h.html"
"",40000060,"R",3,"용지정보 접수현황","/const/g_web/03/g_mis_region_query_1h.html"
"",50000000,"",2,"분양/수금","                                        "
"",50000010,"R",3,"청약자 현황분석","/const/g_web/04/g_h_cust_sub_1h.html"
"",50000020,"R",3,"계약자 현황분석","/const/g_web/04/g_h_cust_sale_1h.html"
"",50000030,"R",3,"분양 실적표","/const/g_web/04/g_h_income_py_1h.html"
"",50000040,"R",3,"분양수입금 집계표","/const/g_web/04/g_h_income_total_a_1h.html"
"",50000050,"R",3,"분양미수금 집계표","/const/g_web/04/g_h_income_total_b_1h.html"
"",50000060,"R",3,"현장별 입금현황(월별)","/const/g_web/04/g_h_month_pay_list_1h.html"
"",50000070,"R",3,"현장별 입금예정현황(월별)","/const/g_web/04/g_h_job_pay_plan_list02_1h.html"
"",50000090,"R",3,"등기현황 누계","/const/g_web/04/g_h_moveinto_regi_1h.html"
"",50000100,"R",3,"입주현황 누계","/const/g_web/04/g_h_moveinto_move_1h.html"
"",50000110,"U",3,"공사수금 현황","/const/g_web/04/g_mis_bill_result_1h.html"
"",60000000,"",2,"인사정보","                                        "
"",60000010,"R",3,"조직별 TO/PO현황","/general/p_web/12/p_to_po_dept_title_1h.html"
"",60000020,"R",3,"부서직위별 인원현황(성명)","/general/p_web/11/p_person_dept_grade_emp_1h.html"
"",60000030,"R",3,"부서직위별 인원현황","/general/p_web/11/p_person_dept_grade_1h.html"
"",60000040,"R",3,"직위학력별 인원현황","/general/p_web/11/p_person_grade_schoolcar_1h.html"
"",60000050,"R",3,"직위연령별 인원현황","/general/p_web/11/p_person_grade_age_1h.html"
"",60000060,"R",3,"직위별 입사현항","/general/p_web/11/p_person_grade_join_1h.html"
"",60000070,"R",3,"직위별 퇴사현황","/general/p_web/11/p_person_grade_retire_1h.html"
"",70000000,"",2,"공사관리","                                        "
"",70000010,"R",3,"주간공사현황조회","/const/c_web/03/c_week_status_bonsa_1h.html"
"",70000020,"R",3,"월간공사현황조회","/const/c_web/07/c_mis_bonsa_1h.html"
"",70000030,"R",3,"지역별 원가조회","/const/c_web/06/c_map_1h.html"
"",70000040,"R",3,"회사별 원가조회","/const/c_web/06/c_spec_const_parent_amt_1h.html"
