"user_seq_key:STRING(1)","no_seq:DECIMAL(10)","rw_tag:STRING(1)","level1:DECIMAL(1)","title_name:STRING(100)","pgrm_id:STRING(60)"
5009,10000000,"",1,"수주/영업","                                        "
5010,20000000,"",2,"기초코드","                                        "
1666,20000010,"U",3,"수지분석코드","/const/r_web/99/r_code_in_1h.html"
1677,20000020,"U",3,"현금분류코드","/const/r_web/99/r_code_cash_1h.html"
1681,20000030,"U",3,"보고서 변환코드","/const/r_web/99/r_cash_rpt_parent_1h.html"
1752,20000035,"U",3,"기타코드등록","/const/r_web/99/r_code_etc_parent_1h.html"
1679,20000040,"U",3,"SQL연결테스트","/const/r_web/mssql/r_empno_1h.html"
4765,20000050,"U",3,"조건 항목 등록","/const/r_web/08/r_cond_item_1h.html"
5011,30000000,"",2,"수지분석","                                        "
4645,30000010,"U",3,"수주정보 등록","/const/r_web/01/r_b_proj_input_1h.html"
4649,30000015,"S",3,"정보접수","/const/r_web/01/r_b_proj_receipt_1h.html"
1670,30000020,"U",3,"수지분석단계등록","/const/r_web/01/r_proj_step_1h.html"
4766,30000120,"U",3,"수지 정보 검색","/const/r_web/09/r_cond_item_result_1h.html"
5012,40000000,"",2,"조합 예산관리","                                        "
4858,40000010,"U",3,"예산배정","/const/r_web/01/r_budget_1h.html"
4859,40000020,"U",3,"집행실적","/const/r_web/01/r_budget_cost_1h.html"
4860,40000030,"R",3,"항목별 현황","/const/r_web/01/r_budget_cost_query_1_1h.html"
4861,40000040,"R",3,"계정별 현황및총계","/const/r_web/01/r_budget_cost_query_2_1h.html"
5013,50000000,"",1,"자금수지분석","                                        "
5014,60000000,"",2,"수지분석(프로젝트)","                                        "
3471,60000010,"U",3,"수지분석 차수(현장)","/const/r_web/02/r_a_cash_degree_1h.html"
3546,60000020,"U",3,"수지분석 차수(본사)","/const/r_web/02/r_a_cash_degree_bonsa_1h.html"
5015,70000000,"",2,"수지분석(조회)","                                        "
4717,70000005,"R",3,"현금흐름/수지분석표","/const/r_web/03/r_a_proj_cash_anly_1h.html"
5016,80000000,"",1,"조합관리","                                        "
2137,80000010,"U",2,"조합원등록","/general/h_web/07/h_unin_member_1h.html"
2138,80000020,"S",2,"조합원해약처리","/general/h_web/07/h_unin_member_cancel_1h.html"
2140,80000040,"U",2,"조합원대여금관리","/general/h_web/07/h_unin_member_paymaster_1h.html"
2141,80000050,"U",2,"대여금이자일괄입력","/general/h_web/07/h_unin_interest_batch_1h.html"
2142,80000060,"",2,"spt",""
2143,80000070,"P",2,"조합원명부","/general/h_web/07r/h_unin_member_rpt_1h.html"
2144,80000080,"P",2,"조합원대여금이자상환내역(*)","/general/h_web/07r/h_unin_intr_repay_rpt_1h.html"
2145,80000090,"P",2,"조합원대여금수납집계표(*)","/general/h_web/07r/h_unin_repay_list_rpt_1h.html"
2146,80000100,"P",2,"조합원대여금현황(*)","/general/h_web/07r/h_unin_move_list_rpt_1h.html"
2147,80000110,"P",2,"조합대여금현황(*)","/general/h_web/07r/h_unin_loan_list_rpt_1h.html"
